1012.5,0,3,3375000000,0,500000,2,20,2,337.5,0,3,,,,337.5,1
668.25,0,3,2227500000,0,500000,2,20,2,222.75,0,3,,,,222.75,1
201.557056335537,0,3,6478619.66792799,0,7500,2,10,2,86.3815955723731,0,3,,,,86.3815955723731,1
314.701986754967,0,2,0,0,0,0,10,0,0,0,0,,,,0,1
156.23741952,0.07,3,5207913.984,0,10000,2,10,2,52.07913984,0.07,3,,,,52.07913984,1
569,0.07,2,25600000,2,20000,2,8,2,160,0.07,,1218.06235369893,0,2,160,1
410,0.07,2,19200000,2,20000,2,8,2,120,0.07,,810,0,2,120,1
402.23741952,0.07,3,44440000,0,22000,2,20,2,153.07913984,0.07,3,648,0,3,153.07913984,3
402.23741952,0.07,3,44440000,0,22000,2,20,2,153.07913984,0.07,3,637,0,3,153.07913984,3
62.5568825536208,0,2,164276550.238625,0,200000,2,30,2,27.3794250397708,0,2,44.3767453687301,0,2,27.3794250397708,1
7.5,0,2,56250000,0,50000,2,50,2,22.5,0,2,,,,22.5,1
0,0,0,,,,,,,,,,,,,,
0,0,3,,,,,0,0,0,0,3,,,,0,1
1027.32,0,3,,,,,0,0,195.68,0,3,,,,195.68,1
1740.8,0,3,,,,,0,0,435.2,0,3,,,,435.2,1
3449.08,0,3,,,,,20,3,299.92,0,3,,,,299.92,1
3449.08,0,3,,,,,20,3,299.92,0,3,,,,299.92,1
3814.44,0.07,3,,,,,20,3,726.56,0.07,3,,,,726.56,1
723,0,3,,,,,,,,,,,,,,
723,0,3,,,,,,,,,,,,,,
326,0.07,3,,,,,,,,,,,,,,
