1012.5,0,3,3375000000,0,500000,2,20,2,337.5,0,3,,,,337.5,1
668.25,0,3,2227500000,0,500000,2,20,2,222.75,0,3,,,,222.75,1
56.4630546021208,-0.25,3,1814883.89792531,0,7500,2,10,2,24.1984519723375,-0.25,3,,,,24.1984519723375,1
314.701986754967,0,2,0,0,0,0,10,0,0,0,0,,,,0,1
87.88354848,0.07,3,2929451.616,0,10000,2,10,2,29.29451616,0.07,3,,,,29.29451616,1
300,0.07,2,9200000,2,20000,2,4,2,115,0.07,0,1096,0,2,115,1
200,0.07,2,6000000,2,20000,2,4,2,75,0.07,0,810,0,2,75,1
245.88354848,0.07,3,33880000,0,22000,2,20,2,106.29451616,0.07,3,645,0,3,106.29451616,3
245.88354848,0.07,3,33880000,0,22000,2,20,2,106.29451616,0.07,3,637,0,3,106.29451616,3
25.7772267999971,0,2,125478101.623125,0,200000,2,30,2,20.9130169371875,0,2,35.3,0,2,20.9130169371875,1
5,0,2,37500000,0,50000,2,50,2,15,0,2,,,,15,1
0,0,0,,,,,,,,,,,,,,
0,0,3,,,,,0,0,0,0,3,,,,0,2
722.4,0,3,,,,,0,0,137.6,0,3,,,,137.6,2
1285.6,0,3,,,,,0,0,321.4,0,3,,,,321.4,2
3449.08,0,3,,,,,20,3,299.92,0,3,,,,299.92,2
3449.08,0,3,,,,,20,3,299.92,0,3,,,,299.92,2
3814.44,0.07,3,,,,,20,3,726.56,0.07,3,,,,726.56,2
231,0,3,,,,,,,,,,,,,,
231,0,3,,,,,,,,,,,,,,
92,0.07,3,,,,,,,,,,,,,,
