1012.5,0,3,3375000000,0,500000,2,20,2,337.5,0,3,,,,337.5,1
668.25,0,3,2227500000,0,500000,2,20,2,222.75,0,3,,,,222.75,1
50.8750324350172,-0.25,3,1635268.89969698,0,7500,2,10,2,21.8035853292931,-0.25,3,,,,21.8035853292931,1
314.701986754967,0,2,0,0,0,0,10,0,0,0,0,,,,0,1
65.91266136,0.07,3,2197088.712,0,10000,2,10,2,21.97088712,0.07,3,,,,21.97088712,1
300,0.07,2,9200000,2,20000,2,4,2,115,0.07,,1096,0,2,115,1
200,0.07,2,6000000,2,20000,2,4,2,75,0.07,,810,0,2,75,1
223.91266136,0.07,3,33880000,0,22000,2,20,2,98.97088712,0.07,3,645,0,3,98.97088712,3
223.91266136,0.07,3,33880000,0,22000,2,20,2,98.97088712,0.07,3,637,0,3,98.97088712,3
25.7772267999971,0,2,125478101.623125,0,200000,2,30,2,20.9130169371875,0,2,35.3,0,2,20.9130169371875,1
5,0,2,37500000,0,50000,2,50,2,15,0,2,,,,15,1
0,0,0,,,,,,,,,,,,,,
0,0,3,,,,,0,0,0,0,3,,,,0,1
428,0,3,,,,,0,0,428,0,3,,,,428,1
1733.6,0,3,,,,,0,0,433.4,0,3,,,,433.4,1
937.25,0,3,,,,,20,3,2811.75,0,3,,,,2811.75,1
937.25,0,3,,,,,20,3,2811.75,0,3,,,,2811.75,1
2270.5,0.07,3,,,,,20,3,2270.5,0.07,3,,,,2270.5,1
222,0,3,,,,,,,,,,,,,,
222,0,3,,,,,,,,,,,,,,
88,0.07,3,,,,,,,,,,,,,,
