1012.5,0,3,3375000000,0,500000,2,20,2,337.5,0,3,,,,337.5,1
668.25,0,3,2227500000,0,500000,2,20,2,222.75,0,3,,,,222.75,1
80.6615065744582,-0.25,3,2592691.28275044,0,7500,2,10,2,34.5692171033393,-0.25,3,,,,34.5692171033393,1
314.701986754967,0,2,0,0,0,0,10,0,0,0,0,,,,0,1
117.17806464,0.07,3,3905935.488,0,10000,2,10,2,39.05935488,0.07,3,,,,39.05935488,1
452,0.07,2,16800000,2,20000,2,6,2,140,0.07,0,1157,0,2,140,1
307,0.07,2,10800000,2,20000,2,6,2,90,0.07,0,810,0,2,90,1
289.17806464,0.07,3,33880000,0,22000,2,20,2,116.05935488,0.07,3,645,0,3,116.05935488,3
289.17806464,0.07,3,33880000,0,22000,2,20,2,116.05935488,0.07,3,637,0,3,116.05935488,3
28.0372289130007,0,2,125478101.623125,0,200000,2,30,2,20.9130169371875,0,2,33.6,0,2,20.9130169371875,1
7.5,0,2,56250000,0,50000,2,50,2,22.5,0,2,,,,22.5,1
0,0,0,,,,,,,,,,,,,,
0,0,3,,,,,0,0,0,0,3,,,,0,2
725.76,0,3,,,,,0,0,138.24,0,3,,,,138.24,2
1287.2,0,3,,,,,0,0,321.8,0,3,,,,321.8,2
3449.08,0,3,,,,,20,3,299.92,0,3,,,,299.92,2
3449.08,0,3,,,,,20,3,299.92,0,3,,,,299.92,2
3814.44,0.07,3,,,,,20,3,726.56,0.07,3,,,,726.56,2
271,0,3,,,,,,,,,,,,,,
271,0,3,,,,,,,,,,,,,,
125,0.07,3,,,,,,,,,,,,,,
